Limit_Bal,Gender,Education,Marriage,Age,Default_Payment,Avg_Repayment_Status,Max_Repayment_Status,Delayed_Months_Count,Med_Bill_Amount,Total_Bill_Amount,Med_Payment_Amount,Total_Payment_Amount,Payment_Ratio,Credit_Utilization_Ratio
70000,2,2,1,34,0,0.0,0,0,44346.0,268918,2000.0,11415,0.04244772589515802,3.841630833845231
350000,2,1,2,30,0,-2.0,-2,0,214.5,2031,215.0,2005,0.9867125984251969,0.005802840563312676
210000,2,1,2,27,1,0.0,0,0,22300.0,131176,2000.0,11000,0.08385616380920435,0.6246446445493117
120000,2,2,1,27,1,0.3333333333333333,2,1,80063.0,486432,3250.0,22826,0.04692527028388288,4.053566220281498
130000,2,2,1,28,0,0.0,0,0,122941.0,665185,4650.0,28700,0.04314582688150382,5.116768332551288
170000,2,2,2,27,0,0.0,0,0,47919.5,317247,3000.0,44618,0.14064076054064958,1.86614784618914
100000,2,3,1,30,0,-1.5,1,1,-602.0,-3612,0.0,0,-0.0,-0.036119638803611964
200000,2,1,2,28,0,0.0,0,0,188004.5,1038620,5782.0,85442,0.08226484925685115,5.193074034629827
270000,2,1,2,28,0,-0.8333333333333334,0,0,5671.5,38228,1444.0,21623,0.5656177247639227,0.1415846607975526
30000,2,2,1,30,1,2.8333333333333335,5,6,27321.0,164173,492.5,3485,0.02122747816341199,5.472250924969168
160000,2,2,2,24,0,0.0,0,0,16960.0,103362,5048.5,25678,0.24842545204763794,0.6460084624471097
80000,2,3,1,26,0,0.3333333333333333,2,1,75320.0,448014,3000.0,20100,0.04486456926665402,5.600104998687517
310000,2,1,2,26,0,0.0,0,0,29487.5,174915,1229.5,7482,0.04277481762674655,0.5642401153544666
20000,2,1,2,23,0,0.0,0,0,17821.0,105138,1750.0,11000,0.1046234033041973,5.256637168141593
80000,2,1,2,27,1,0.0,0,0,55472.0,334132,2269.5,13539,0.04051979301655329,4.176597792527593
180000,2,1,2,28,0,0.0,2,1,1455.0,8589,1000.0,4745,0.5523864959254947,0.0477164015755468
80000,2,1,2,29,0,0.0,0,0,65069.5,390402,3000.0,27000,0.06915930461599937,4.879964000449994
140000,2,2,2,28,0,0.0,0,0,130774.5,731406,4112.5,28641,0.03915877206534802,5.224291255062464
150000,2,4,2,26,0,-0.3333333333333333,0,0,59655.5,337038,1900.0,32507,0.09644877892469418,2.246905020633196
100000,2,2,2,27,0,0.3333333333333333,2,1,24583.0,148605,1897.0,11994,0.08071006554244109,1.4860351396486036
50000,2,1,2,27,1,-0.3333333333333333,1,1,5124.0,62122,750.0,51874,0.8350208457415128,1.2424151516969661
200000,2,1,2,28,0,0.0,0,0,112846.5,673993,5500.0,37500,0.055638477493864934,3.3699481502592485
130000,2,2,1,28,0,0.0,2,1,50228.0,299205,500.0,8000,0.026737431735994598,2.3015592187752403
150000,2,1,1,29,0,-0.6666666666666666,2,2,0.0,6241,0.0,0,0.0,0.04160638929073806
170000,2,2,1,30,0,0.0,0,0,164966.5,904096,4890.0,32108,0.03551388844338605,5.318180481291287
180000,2,2,2,28,1,5.5,8,6,187770.0,1132226,0.0,6000,0.005299290689941151,6.29010949939167
320000,2,2,2,28,1,0.8333333333333334,2,3,22815.0,138520,2000.0,12007,0.08667999797864584,0.4328736472698523
50000,2,1,2,28,0,0.8333333333333334,2,3,4805.0,31326,0.0,3500,0.11172471031378683,0.626507469850603
50000,2,2,2,27,0,0.0,0,0,17806.0,102043,1061.0,7135,0.06992081847046372,2.040819183616328
80000,2,3,1,27,0,-0.16666666666666666,0,0,19489.5,113658,731.5,30805,0.2710300108218443,1.4207072411594854
100000,2,1,2,27,0,-0.6666666666666666,1,1,796.5,3279,1369.0,7838,2.3896341463414634,0.03278967210327897
80000,2,2,2,23,0,0.0,0,0,28427.0,193409,1285.0,7503,0.03879323716457267,2.417582280221497
120000,2,1,2,26,0,0.8333333333333334,2,3,5523.5,33169,703.0,4706,0.14187518842327404,0.27640602994975044
230000,2,1,2,31,0,-2.0,-2,0,5032.5,100695,5061.5,59997,0.5958230714228966,0.43780244433719856
60000,2,2,1,31,1,-1.0,-1,0,2137.0,-496,25275.5,268378,-542.1777777777778,-0.008266528891185147
220000,2,1,2,30,0,0.0,0,0,33160.5,197035,2608.5,22310,0.1132280395460728,0.8956095654110663
80000,2,2,2,30,0,0.0,0,0,53182.0,327805,2377.0,16052,0.04896798716313917,4.097511281108986
300000,2,1,2,28,0,-1.5,1,1,0.0,0,0.0,0,0.0,0.0
400000,2,1,2,30,0,-1.0,0,0,9240.0,61817,1834.0,29620,0.4791484680837297,0.1545421136447159
50000,2,2,2,31,0,0.0,0,0,48796.0,218454,1100.0,7776,0.03559543155340917,4.368992620147597
200000,2,1,2,30,0,-1.0,-1,0,1934.5,16866,1934.5,17496,1.0372917531274086,0.08432957835210823
120000,2,1,2,32,0,-1.5,1,1,0.0,0,0.0,0,0.0,0.0
360000,2,1,1,31,0,0.0,0,0,7663.5,65404,4500.0,40006,0.6116657747878602,0.18167727311868578
220000,2,2,2,30,0,0.0,0,0,27114.5,128879,1688.5,14553,0.11291899441340782,0.5858109735864837
280000,2,2,1,31,0,0.0,0,0,126379.5,767954,5022.0,28464,0.037064671758110825,2.7426830618462077
500000,2,2,2,31,0,-2.0,-2,0,-9.0,1670,0.0,20073,12.012567324955116,0.00333999332001336
240000,2,3,2,31,0,-0.3333333333333333,0,0,84948.0,448979,3488.5,123177,0.27434852331952425,1.8707380385915058
310000,2,2,1,30,0,0.0,0,0,298052.0,1720841,11201.5,68117,0.03958352945825357,5.55108209328357
200000,2,1,2,28,1,0.5,2,2,185156.0,1104744,5846.5,33848,0.03063874468768811,5.523692381538092
260000,2,2,2,28,0,-0.16666666666666666,0,0,47594.0,257486,2604.0,16249,0.06310609856031567,0.990326960280922
200000,2,2,2,28,1,1.8333333333333333,2,6,178297.5,1069415,4000.0,37000,0.03459832282292391,5.347048264758676
180000,2,1,2,27,0,-2.0,-2,0,0.0,0,0.0,0,0.0,0.0
270000,2,2,1,27,0,0.3333333333333333,2,1,21945.5,127356,4500.0,28000,0.21985442496289956,0.47168714189947447
30000,2,2,2,28,0,-1.6666666666666667,-1,0,0.0,6731,0.0,0,0.0,0.22435918802706575
180000,2,2,2,28,0,-1.0,-1,0,380.0,1860,500.0,3070,1.6496507254164428,0.010333275926244855
340000,2,2,1,29,0,-0.3333333333333333,0,0,26490.0,152427,19462.0,88458,0.5803264492088068,0.44831338731356674
140000,2,4,2,28,1,-0.16666666666666666,0,0,123251.5,540828,5000.0,157027,0.290345007386808,3.86302954978893
180000,2,1,2,28,1,1.1666666666666667,2,4,5809.5,35953,0.0,3200,0.08900261445179952,0.19973777923455982
150000,2,2,2,27,0,0.3333333333333333,2,1,88582.0,521130,3600.0,22714,0.04358596974657044,3.4741768388210743
110000,2,1,2,27,0,0.0,0,0,111899.5,669407,5000.0,30300,0.04526387494622114,6.08546285942855
50000,2,2,1,28,0,-0.5,2,1,927.5,6716,1115.0,6255,0.9312192943278249,0.13431731365372693
140000,2,1,2,28,0,-1.0,-1,0,8532.0,62617,13507.5,84145,1.3437829378134083,0.4472610909922072
360000,2,1,2,28,0,-0.6666666666666666,0,0,33831.5,200138,15011.5,122220,0.6106755804715722,0.5559373446184872
280000,2,2,2,29,0,-2.0,-2,0,0.0,99,0.0,5017,50.17,0.00035357016582083633
310000,2,1,2,28,0,-0.5,0,0,18640.5,133392,8097.0,66696,0.4999962516773744,0.43029538614391566
290000,2,2,1,28,0,-0.6666666666666666,0,0,4361.0,41702,1013.0,8292,0.1988346162146608,0.1437995041396409
210000,2,1,2,28,0,-1.0,-1,0,5119.0,33497,5114.5,33488,0.9997014747149083,0.15950876424397978
210000,2,1,1,29,0,-1.0,-1,0,742.0,4026,742.0,4030,1.0007449714427614,0.01917133727934629
110000,2,2,2,29,1,3.0,4,6,600.0,3300,0.0,0,0.0,0.02999972727520659
50000,2,1,2,28,0,0.0,0,0,43830.0,265439,1835.5,12908,0.04862869198312236,5.30867382652347
280000,2,1,2,28,0,-0.8333333333333334,0,0,3875.0,21789,3471.0,19881,0.9123910050481873,0.07781757922293135
50000,2,2,2,28,1,2.1666666666666665,3,6,47410.5,282741,2250.0,11500,0.04067312249329778,5.654706905861882
120000,2,2,1,28,1,0.5,2,2,60589.0,366598,3000.0,14000,0.03818886576340907,3.0549578753510387
80000,2,2,1,28,0,-0.6666666666666666,1,1,749.5,5668,827.5,5831,1.0285764685129652,0.07084911438607018
50000,2,1,2,29,0,-0.5,0,0,9430.0,61179,8423.5,39363,0.6433965348152991,1.2235555288894222
60000,2,2,2,28,1,0.3333333333333333,2,1,8219.0,47829,1550.0,10100,0.2111645410830023,0.7971367143880935
190000,2,1,2,28,1,2.0,2,6,164923.5,985135,6500.0,35150,0.03568035276347631,5.184893763717033
150000,2,1,2,28,1,0.3333333333333333,2,1,41282.0,246928,1556.0,11994,0.04857266663696852,1.6461756921620523
170000,2,1,2,28,0,-1.1666666666666667,0,0,0.0,2450,0.0,300,0.12239902080783353,0.014411679931294523
150000,2,2,2,28,0,0.0,0,0,46554.5,292036,2250.0,14500,0.04965124282197119,1.9468936873754175
390000,2,1,2,28,0,-1.0,0,0,0.0,407398,0.0,10000,0.024545961084833295,1.0446075779292874
70000,2,2,2,29,0,0.0,0,0,59488.5,320496,2182.0,60719,0.189452631381885,4.578448879301725
120000,2,2,2,29,0,0.0,0,0,67089.0,395874,3000.0,16993,0.042925165772023995,3.298922508979092
30000,2,2,1,29,0,2.0,2,6,27046.0,167460,1800.0,13000,0.07763001534685687,5.5818139395353485
200000,2,2,1,26,0,0.0,0,0,95283.5,453376,3900.0,18800,0.04146659402660479,2.2668686656566717
300000,2,2,2,28,1,0.3333333333333333,2,1,250902.5,1521670,9032.5,58401,0.038379518305862434,5.072216425945247
90000,2,1,2,29,1,1.0,2,3,9818.5,56681,540.5,5715,0.10082565893934582,0.6297818913123188
200000,2,1,1,30,0,-2.0,-2,0,3587.5,25098,4356.0,27854,1.109765329295988,0.12548937255313725
210000,2,1,2,31,0,-1.0,-1,0,326.0,1956,326.0,1956,0.9994890137966275,0.009314241360755425
230000,2,2,2,31,0,-0.5,0,0,28101.5,161210,2500.0,60066,0.37259244096246535,0.7009099960434955
200000,2,1,2,31,0,-1.0,1,1,2653.5,14482,1672.5,10462,0.7223641510736726,0.07240963795181024
420000,2,2,1,32,0,0.0,0,0,17370.5,176082,1137.5,6748,0.03832283638965715,0.4192418589479549
60000,2,3,1,28,0,0.8333333333333334,2,3,35387.0,215705,3000.0,17000,0.07881097419635986,3.5950234162763954
50000,2,2,1,34,0,0.3333333333333333,2,1,42830.5,227931,1500.0,18000,0.0789709211519225,4.558528829423412
60000,2,2,1,28,0,1.8333333333333333,2,6,60020.0,361401,891.0,10790,0.02985594988406262,6.023249612506458
210000,2,1,2,28,0,-0.3333333333333333,0,0,80290.5,435710,13056.5,146722,0.33674155575599424,2.07479964381122
50000,2,2,1,28,0,1.0,2,3,43443.0,241284,2050.0,13600,0.056364879706571065,4.825583488330233
390000,2,3,1,28,1,0.0,0,0,132112.5,801371,5250.0,36500,0.045546887088642976,2.0547921671995715
150000,2,1,2,28,0,-0.5,1,1,6033.5,52581,5284.0,49401,0.9395040127800388,0.3505376630822461
200000,2,2,2,30,0,0.0,0,0,25810.5,162605,2500.0,12746,0.07838579142221075,0.8130209348953256
150000,2,1,1,31,0,-1.6666666666666667,-1,0,0.0,12420,0.0,0,0.0,0.08279944800367997
470000,2,2,2,30,0,0.0,0,0,116825.0,737227,3018.0,23890,0.03240517180573717,1.5685647477345792
200000,2,1,1,30,0,0.3333333333333333,2,1,23265.5,161533,10000.0,82904,0.5132294130028353,0.8076609616951915
160000,2,1,2,31,0,-0.8333333333333334,0,0,107.0,6823,0.0,3742,0.548358733880422,0.04264348347822826
220000,2,2,2,30,1,0.5,2,2,6950.0,144911,1290.5,111787,0.7714129954731147,0.6586833696210472
290000,2,2,1,32,0,0.5,2,2,136697.5,828195,5000.0,26770,0.0323232664731537,2.8558349798793796
50000,2,3,3,32,0,-0.16666666666666666,2,1,489.0,3260,163.0,1956,0.5998160073597056,0.06519869602607947
290000,2,2,1,32,0,0.0,0,0,78963.0,472475,3200.0,19700,0.04169523954655898,1.6292185199361382
30000,2,2,2,23,1,0.5,2,2,33341.0,199541,1694.5,9965,0.049939361137003736,6.651144961834605
40000,2,3,1,23,1,1.8333333333333333,3,5,9377.5,54315,524.5,3563,0.06559761396273658,1.3578410539736507
70000,2,1,2,26,0,0.0,0,0,58867.5,380064,1950.0,12629,0.03322852669938037,5.429408151312124
100000,2,2,2,23,0,-0.6666666666666666,0,0,11288.0,165250,7297.5,42908,0.2596534968018348,1.6524834751652484
20000,2,1,2,23,0,0.0,0,0,14035.0,84702,950.0,5700,0.06729395653046527,4.2348882555872205
50000,2,2,2,23,1,0.0,0,0,49687.0,261679,1617.5,11294,0.043159584225007645,5.23347533049339
130000,2,4,2,39,0,-1.0,-1,0,264.0,1734,264.0,1734,0.9994236311239193,0.013338358935700494
140000,2,2,1,28,1,2.0,2,6,121817.5,727385,4569.5,27139,0.037310313918607174,5.195570031642631
230000,2,1,1,30,0,-0.16666666666666666,0,0,34030.0,240511,4012.5,82865,0.3445358235763704,1.0456954534980283
300000,2,2,2,30,0,-0.5,2,1,498.5,12149,749.5,11390,0.9374485596707819,0.04049653167822774
200000,2,1,2,29,1,-1.8333333333333333,-1,0,-792.0,65748,396.0,72980,1.1099788589940531,0.32873835630821846
100000,2,1,2,29,0,1.8333333333333333,2,6,67005.0,400480,3360.0,21138,0.052781530209922566,4.004759952400476
100000,2,2,2,30,0,0.0,0,0,90478.5,538215,3131.5,18307,0.034014224772210416,5.38209617903821
80000,2,2,2,29,1,-0.3333333333333333,2,1,2164.5,15503,2221.5,12731,0.8211429308565531,0.19378507768652892
170000,2,2,2,29,0,0.0,0,0,44167.0,264733,2102.5,12852,0.04854684324642849,1.5572437809189357
420000,2,1,2,29,0,-0.8333333333333334,0,0,46678.5,189796,1782.5,55246,0.29107941642913215,0.45189416215675676
70000,2,1,2,29,0,0.3333333333333333,2,1,21241.5,124961,2000.0,11200,0.08962724668299163,1.7851316409765574
480000,2,2,2,30,1,-1.1666666666666667,0,0,0.0,801382,0.0,360982,0.45044878666006144,1.6695423551200934
250000,2,4,1,27,0,0.0,0,0,41626.5,339046,1350.0,10329,0.030464802814948958,1.356178575285699
180000,2,1,2,28,0,0.0,0,0,51963.0,451077,1990.5,30141,0.06681992914750885,2.505969411281048
240000,2,1,2,28,0,-0.8333333333333334,0,0,15380.0,110710,15407.5,109657,0.9904797174625828,0.46128974462606404
210000,2,1,2,28,0,-0.3333333333333333,0,0,10694.0,104219,13471.0,80942,0.776645557474573,0.49627858914957546
100000,2,1,2,28,0,1.1666666666666667,3,3,50956.0,307269,1885.0,10192,0.03316952517330035,3.072659273407266
50000,2,1,2,28,0,0.0,0,0,48229.5,290087,2079.5,12859,0.04432792807699733,5.80162396752065
300000,2,1,2,28,0,0.0,0,0,46453.0,321804,11644.0,75169,0.2335855564705334,1.0726764244119187
70000,2,1,2,28,0,0.0,0,0,21738.0,148739,1750.0,10421,0.07006185289767379,2.124812502678533
490000,2,1,2,29,0,-0.3333333333333333,0,0,9129.0,58755,2750.0,27391,0.466182177139356,0.11990791855526825
170000,2,1,2,29,0,0.0,0,0,40613.0,242558,2000.0,11600,0.04782341615854287,1.426803371744872
100000,2,1,2,29,0,0.0,0,0,53972.5,324579,2024.5,12712,0.03916445868506994,3.2457575424245757
200000,2,2,2,32,0,-0.3333333333333333,2,1,1592.5,22835,611.0,21621,0.9467945349448239,0.11417442912785436
80000,2,2,2,32,0,-2.0,-2,0,3459.0,18153,1993.5,14694,0.8094083948441115,0.22690966362920464
220000,2,2,2,32,0,0.0,0,0,51732.5,391841,11504.0,67361,0.17190857539518478,1.781087358693824
300000,2,3,2,33,1,-2.0,-2,0,0.0,0,0.0,0,0.0,0.0
120000,2,2,1,33,0,0.0,0,0,88193.0,530748,3289.5,20498,0.03862089236154943,4.422863142807143
240000,2,2,2,30,0,0.0,0,0,183797.5,1100232,3938.0,34226,0.031107956223818047,4.584280898829588
200000,2,1,2,30,0,0.0,0,0,114733.5,670560,8000.0,57032,0.08505117356959323,3.3527832360838197
40000,2,2,1,30,0,0.0,0,0,39941.5,237628,2000.0,10700,0.04502817417066099,5.940551486212844
200000,2,1,2,30,0,0.6666666666666666,2,2,192660.0,1174704,7150.0,47100,0.04009517283062556,5.8734906325468375
100000,2,1,2,30,0,2.3333333333333335,3,6,98010.5,590393,3700.0,21800,0.036924494490120155,5.903870961290387
50000,2,2,1,31,0,0.0,0,0,34307.5,208840,1638.0,13064,0.06255476654488343,4.176716465670687
40000,2,2,1,32,0,0.0,0,0,39801.5,265380,2058.5,12444,0.046891073588538744,6.634334141646459
70000,2,2,1,32,0,1.5,3,4,69997.0,419571,1250.0,14600,0.034797364933789675,5.993785803059956
210000,2,1,2,31,0,-2.0,-2,0,378.0,2270,378.0,2457,1.081902245706737,0.01080947233584602
30000,2,2,2,28,0,0.0,0,0,26658.5,161330,2000.0,12143,0.07526761750686477,5.377487417086098
100000,2,1,2,30,0,0.0,0,0,76511.5,470616,3103.5,18507,0.039324971261131665,4.7061129388706116
20000,2,2,1,30,0,0.0,0,0,18472.0,111275,1750.0,9778,0.08787159854775513,5.56347182640868
400000,2,2,1,36,0,0.0,2,1,939.0,25166,0.0,3761,0.14944172924861923,0.06291484271289322
330000,2,2,1,28,0,0.3333333333333333,2,1,231534.5,1409693,10000.0,56722,0.040237101101373775,4.271784024896895
240000,2,2,2,30,1,-0.8333333333333334,0,0,2550.0,40924,916.0,37676,0.9206108735491754,0.1705159561835159
70000,2,1,2,29,1,1.3333333333333333,2,4,76858.0,459167,2682.0,17757,0.038672120008362953,6.559434865216211
240000,2,1,2,29,0,-1.0,-1,0,267.0,3774,358.0,4120,1.0913907284768212,0.015724934479439668
200000,2,1,1,27,0,0.0,2,2,653.0,3563,326.5,9005,2.52665544332211,0.017814910925445373
100000,2,1,2,27,0,-2.0,-2,0,1894.5,10502,2317.5,14717,1.4012186994192135,0.10501894981050189
180000,2,1,2,29,0,0.0,0,0,18598.5,134940,4000.0,26000,0.19267679949014754,0.7496625018749896
360000,2,2,2,30,0,-0.6666666666666666,0,0,6758.5,198723,3694.0,37135,0.1868672128177774,0.5520067999811111
130000,2,2,2,29,0,0.0,0,0,118360.5,706517,4500.0,29100,0.04118791028678675,5.434704348428089
120000,2,2,2,30,0,-2.0,-2,0,1548.0,25953,343.0,23288,0.8972798027279032,0.2162731977233523
230000,2,1,2,30,0,-2.0,-2,0,423.0,2538,673.0,3038,1.1965340685309176,0.011034734631588558
340000,2,4,2,30,0,-0.16666666666666666,0,0,38713.0,193411,2000.0,9720,0.050255413314582345,0.5688542092523258
320000,2,1,2,29,0,0.0,0,0,199777.5,1192113,10000.0,57000,0.04781421910991734,3.7253414833078646
330000,2,3,2,29,0,0.0,0,0,287726.0,1555394,9137.0,52464,0.03373033859566219,4.713300868785246
80000,2,3,2,30,1,-0.3333333333333333,2,1,1532.5,12848,500.0,3074,0.23924040781383765,0.16059799252509344
150000,2,1,1,30,0,-0.8333333333333334,0,0,9385.5,68236,5010.5,44349,0.6499259932294796,0.4549036339757735
160000,2,3,1,31,1,-2.0,-2,0,103.5,2762,0.0,2574,0.9315960912052117,0.01726239211004931
50000,2,3,1,37,0,0.0,0,0,42341.0,253514,1699.0,10304,0.04064453779855235,5.070178596428072
300000,2,4,1,48,0,-2.0,-2,0,0.0,0,0.0,0,0.0,0.0
190000,2,2,1,36,0,0.0,0,0,170970.0,1029780,5979.5,36786,0.035722158400669654,5.419866211230468
50000,2,2,2,27,0,0.0,0,0,22096.0,136896,1358.5,10454,0.07636398167965697,2.737865242695146
90000,2,1,2,28,0,-0.5,0,0,2547.5,20561,1243.0,9782,0.47573193269137243,0.2284530171886979
210000,2,1,2,28,0,-0.16666666666666666,0,0,67946.0,422133,5000.0,31009,0.0734577172177555,2.0101475707258536
240000,2,1,2,28,0,0.0,0,0,247902.5,1385179,8950.0,53842,0.03887003855094645,5.7715551185203395
60000,2,2,1,34,1,1.6666666666666667,2,5,44885.0,265663,1900.0,13300,0.05006323777403036,4.427642872618789
440000,2,2,2,35,0,-0.6666666666666666,0,0,1956.0,13419,821.0,5518,0.411177347242921,0.030497657959868273
30000,2,2,1,42,1,0.6666666666666666,2,2,28253.0,168871,1105.5,7663,0.045377564072196695,5.628845705143162
230000,2,2,2,26,0,-1.3333333333333333,0,0,0.0,23758,0.0,0,0.0,0.1032952030643345
440000,2,2,2,28,1,0.8333333333333334,2,3,195285.0,1146664,6920.0,35854,0.03126806870358823,2.606048622616767
80000,2,2,1,29,1,0.0,0,0,47553.0,303700,2005.0,13010,0.04283818624238972,3.7962025474681567
30000,2,2,1,30,0,0.0,0,0,28892.0,163822,1100.5,6355,0.03879186683188563,5.460551314956168
250000,2,2,2,35,0,0.0,0,0,216957.0,1330937,7989.5,53009,0.0398283015437233,5.32372670509318
30000,2,1,1,45,1,0.3333333333333333,2,1,27174.0,164069,1606.5,9083,0.05536051685256293,5.468784373854205
50000,2,3,3,49,0,0.3333333333333333,2,1,49082.0,240592,1700.0,8270,0.03437340238494054,4.811743765124698
50000,2,2,2,34,0,0.0,0,0,48456.0,290849,2403.5,14627,0.05029052776345195,5.816863662726745
30000,2,2,2,34,0,1.8333333333333333,2,6,27671.5,165841,569.5,7263,0.04379469615658277,5.52784907169761
30000,2,2,1,45,1,0.0,0,0,28844.5,172817,1738.0,13520,0.07823259151245819,5.760374654178194
500000,2,2,1,42,0,-1.3333333333333333,0,0,0.0,149838,0.0,0,0.0,0.2996754006491987
50000,2,2,1,41,1,1.8333333333333333,2,6,26389.0,157274,1250.0,6500,0.04132888253059927,3.145417091658167
50000,2,2,1,36,0,0.0,0,0,33458.0,180165,1300.0,9100,0.05050897505633693,3.603227935441291
50000,2,1,2,22,0,-1.3333333333333333,0,0,0.0,2416,0.0,0,0.0,0.048319033619327614
90000,2,2,2,26,0,0.0,0,0,39037.5,238173,2750.0,15500,0.06507847204144869,2.646337262919301
30000,2,1,2,26,1,1.1666666666666667,2,4,15750.5,93663,1050.0,5964,0.0636744106593782,3.1219959334688845
150000,2,3,1,43,0,0.0,0,0,96262.5,584138,5049.5,29225,0.05003090017958055,3.894227371817521
50000,2,2,1,23,0,-0.16666666666666666,0,0,46010.0,250253,1815.5,59200,0.23655965539012364,5.004959900801984
70000,2,2,2,23,1,1.3333333333333333,2,4,17737.0,106411,1200.0,6850,0.06437243919858662,1.5201354266367624
80000,2,2,2,23,0,-1.3333333333333333,0,0,0.0,68850,0.0,0,0.0,0.8606142423219709
280000,2,1,2,29,0,-1.6666666666666667,-1,0,-11.0,12060,1291.5,157156,13.030097006881684,0.043071274745447335
90000,2,2,1,30,0,0.0,0,0,7741.5,45937,739.5,4353,0.09475815229221995,0.5104054399395562
330000,2,1,1,39,0,0.0,0,0,51068.5,346613,3000.0,20000,0.057701073816983736,1.0503392413962382
190000,2,2,1,46,0,0.0,0,0,86297.5,516197,4750.0,27100,0.05249923478975122,2.716812016778859
210000,2,1,1,40,0,0.0,0,0,54366.0,324192,3000.0,24000,0.07402997597110363,1.5437640773139176
100000,2,1,1,30,1,3.6666666666666665,4,6,101343.0,609658,950.0,14586,0.02392484979308105,6.096519034809652
20000,2,2,2,30,1,0.8333333333333334,3,2,18516.5,105143,287.5,4321,0.04109602069542723,5.256887155642218
260000,2,1,1,31,0,-0.3333333333333333,0,0,27540.0,131339,5039.0,44078,0.33560225369270597,0.5051480571228573
20000,2,2,1,26,1,2.1666666666666665,4,6,18296.0,108544,500.0,7103,0.0654382974803077,5.426928653567321
80000,2,3,1,37,1,0.0,0,0,56964.5,364490,2000.0,13100,0.03594053076756353,4.556068049149386
50000,2,2,1,42,0,0.0,0,0,28264.0,174458,1464.5,8569,0.0491175577069684,3.4890902181956363
70000,2,3,1,35,1,2.0,2,6,52448.5,316894,2330.0,13460,0.04247463670932012,4.526992471536121
30000,2,2,1,38,0,0.6666666666666666,2,2,29665.0,175749,1441.0,10165,0.05783783783783784,5.8581047298423385
100000,2,1,2,25,1,0.5,2,2,75919.5,422059,1301.5,11153,0.026425152821873667,4.220547794522055
50000,2,1,2,25,0,0.3333333333333333,2,1,40887.5,239804,1275.0,10250,0.042743062071266234,4.7959840803183935
80000,2,2,1,27,1,0.6666666666666666,2,2,67459.5,403930,2853.5,17121,0.04238595205616801,5.049061886726416
50000,2,2,1,27,1,-0.6666666666666666,0,0,2701.0,21621,764.5,6957,0.3217556192766627,0.4324113517729645
150000,2,4,1,28,0,0.0,0,0,106838.5,589636,3512.0,109324,0.1854089889203018,3.930880460796928
140000,2,1,2,29,0,0.0,0,0,95367.0,600936,4000.0,27974,0.046550636755600006,4.292369340218999
70000,2,1,1,31,0,0.0,0,0,58653.0,333555,3000.0,20000,0.05995994675556728,4.765003357094899
30000,2,2,1,31,0,0.8333333333333334,2,3,29374.5,147791,300.0,3549,0.024013478402078597,4.926202459918002
80000,2,2,1,32,1,1.0,2,3,70640.0,429357,2789.0,14320,0.03335212107378924,5.3668954138073275
40000,2,2,1,41,0,0.0,0,0,4784.5,53835,500.0,3225,0.05990415335463259,1.345841353966151
100000,2,2,1,37,0,0.0,0,0,35977.0,215243,1534.0,9571,0.04446581553957369,2.152408475915241
50000,2,2,1,40,0,0.0,0,0,40079.0,233235,1500.0,9011,0.03863468761254695,4.664606707865842
30000,2,3,1,35,1,2.0,2,6,27548.0,166252,900.0,7400,0.044510474998947384,5.541548615046165
120000,2,1,1,35,0,0.0,0,0,16444.5,91050,1750.0,11351,0.12466639575622453,0.7587436771360239
260000,2,3,1,39,0,0.0,0,0,144144.0,871130,6813.5,37627,0.04319327403111587,3.350487113511102
90000,2,2,1,35,0,0.0,0,0,17303.5,105625,1324.5,11241,0.1064226610872323,1.1735980711325429
30000,2,2,1,33,0,-0.16666666666666666,0,0,29037.5,122229,1230.5,38594,0.31574899779104965,4.074164194526849
260000,2,1,1,37,0,0.0,0,0,156272.0,892353,6514.0,43028,0.04821853210721306,3.4321137226395284
170000,2,1,1,39,0,0.8333333333333334,2,3,126456.5,799749,5500.0,26000,0.03251015942482026,4.704378209539944
150000,2,2,1,36,0,0.0,0,0,119503.0,686670,3801.0,26306,0.03830946697909188,4.57776948153679
90000,2,3,1,40,0,1.8333333333333333,2,6,42109.0,253153,1900.0,10942,0.04322270238668952,2.8127798580015777
50000,2,3,2,45,0,0.0,0,0,5317.5,31593,1045.5,6291,0.199120086092296,0.6318473630527389
70000,2,1,2,29,0,0.0,0,0,50912.5,322438,4010.0,29060,0.0901255741396047,4.606191340123712
210000,2,1,2,29,0,0.0,0,0,202078.5,1247745,9450.0,58392,0.04679798612858707,5.941614563740172
450000,2,1,2,31,0,-2.0,-2,0,0.0,0,0.0,0,0.0,0.0
70000,2,3,1,32,1,0.3333333333333333,2,1,11766.0,73013,2500.0,13000,0.17804804558029966,1.043027956743475
70000,2,3,2,32,1,1.3333333333333333,2,4,23641.0,115283,1500.0,11000,0.09541653655320773,1.6468764731932402
300000,2,3,2,34,0,-0.16666666666666666,2,1,17414.5,110260,6500.0,66920,0.6069235722512947,0.3675321082263059
70000,2,1,1,29,0,0.0,0,0,69101.5,414400,3020.0,17940,0.043291401323838505,5.919915429779574
180000,2,2,1,37,0,0.0,0,0,77492.5,473609,3175.0,18883,0.039870357467114294,2.631146493630591
50000,2,3,1,29,1,0.6666666666666666,2,2,54414.5,329789,2575.0,17780,0.05391309621274144,6.595648087038259
20000,2,2,2,27,0,0.5,2,2,18142.5,100023,1786.0,28580,0.28573142445813005,5.00089995500225
